source_path,category_slug,folder_name,folder_slug,sequence,storage_path,public_url,width,height,bytes_before,bytes_after,sha1,uploaded_at
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g/04.webp","beauty-skincare","Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g","bourjois-always-fabulous-powder-100-rose-ivory-7-g","04","products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-04.webp","1200","1200","154598","69204","76d2c1abdcc4f217683a92419499dbc544b9a82a","2026-09-26T17:26:48.975Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g/05.webp","beauty-skincare","Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g","bourjois-always-fabulous-powder-100-rose-ivory-7-g","05","products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-05.webp","1200","1200","254050","66998","81c3aa1221cf97f57ddc384c722ae45288a495b0","2026-09-26T17:26:48.963Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g/06.webp","beauty-skincare","Bourjois Always Fabulous Powder 100 Rose Ivory, 7 g","bourjois-always-fabulous-powder-100-rose-ivory-7-g","06","products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-100-rose-ivory-7-g/bourjois-always-fabulous-powder-100-rose-ivory-7-g-06.webp","1200","1200","232844","95054","4fe39bdc82b7e47bb33271609dc2b21000d8f387","2026-09-26T17:26:49.120Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/01.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","01","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-01.webp","1080","1080","47606","49570","517b1d359bc328230905a41ad904a7d158e30f19","2026-09-26T17:26:49.109Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/02.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","02","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-02.webp","1200","1200","112192","44616","7e24b838b20c53f45d847390d05deec512e08a59","2026-09-26T17:26:49.177Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/03.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","03","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-03.webp","1080","1080","28324","29794","79e29bfd8ffd8b8b0bbe4e14e77c7b930debe62d","2026-09-26T17:26:49.306Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/04.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","04","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-04.webp","800","1200","188740","49344","b137704441b05d1c144ed4b6b2d02d5261bb8d62","2026-09-26T17:26:49.169Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/05.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","05","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-05.webp","1200","1200","242924","94484","4a111ab516c27c5c6b3f13afdf437838e25c6f48","2026-09-26T17:26:49.227Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/06.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","06","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-06.webp","1200","1200","154598","69204","76d2c1abdcc4f217683a92419499dbc544b9a82a","2026-09-26T17:26:49.367Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/07.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","07","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-07.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-07.webp","1200","1200","254050","66998","81c3aa1221cf97f57ddc384c722ae45288a495b0","2026-09-26T17:26:49.347Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Always Fabulous Powder 410 Golden Beige 7g/08.webp","beauty-skincare","Bourjois Always Fabulous Powder 410 Golden Beige 7g","bourjois-always-fabulous-powder-410-golden-beige-7g","08","products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-08.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-always-fabulous-powder-410-golden-beige-7g/bourjois-always-fabulous-powder-410-golden-beige-7g-08.webp","1200","1200","232844","95054","4fe39bdc82b7e47bb33271609dc2b21000d8f387","2026-09-26T17:26:49.459Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/01.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","01","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-01.webp","1200","1200","61040","26144","6a749c3398bb348897f5b857bfba6a4048e50f1a","2026-09-26T17:26:50.258Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/02.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","02","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-02.webp","1200","1200","70400","33988","596996325c5b5179b281d3b41fc863887e213a2a","2026-09-26T17:26:49.460Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/03.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","03","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-03.webp","1200","1200","86456","39580","eb07f8f6c87d5828ffbeed16420393d051aaecef","2026-09-26T17:26:49.545Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/04.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","04","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-04.webp","1200","1200","144702","53002","95976ed4193d25be01bd45a7e8df899a4aca0df3","2026-09-26T17:26:49.580Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/05.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","05","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-05.webp","1200","1200","204438","83870","8c7406da7a929d90ce11521d5627cbe9b6300a9a","2026-09-26T17:26:49.593Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/06.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","06","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-06.webp","1200","1200","189540","84952","62162e03c450d7bad17a42607c3ccea6b55962eb","2026-09-26T17:26:49.708Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/07.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","07","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-07.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-07.webp","1200","1200","81084","39414","f939aa5e685de3c4219188937bc93065f4774c94","2026-09-26T17:26:49.708Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml/08.webp","beauty-skincare","Bourjois Fabulous Ink Lacquer - 04 - Cherry Cute, 3.5ml","bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml","08","products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-08.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml/bourjois-fabulous-ink-lacquer-04-cherry-cute-3-5ml-08.webp","1200","1200","106520","46652","7aab6e44ed1d8a9ae5642257817d73b7a238802e","2026-09-26T17:26:49.757Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Healthy Mix Clean & Vegan Eyelash Extension Vegan 001 Ultra Black 7 ml/01.webp","beauty-skincare","Bourjois Healthy Mix Clean & Vegan Eyelash Extension Vegan 001 Ultra Black 7 ml","bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml","01","products/beauty-skincare/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml-01.webp","1200","1200","37862","16032","9304b41116851baba5554eebfc1e44b1ae26887c","2026-09-26T17:26:49.771Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Bourjois Healthy Mix Clean & Vegan Eyelash Extension Vegan 001 Ultra Black 7 ml/02.webp","beauty-skincare","Bourjois Healthy Mix Clean & Vegan Eyelash Extension Vegan 001 Ultra Black 7 ml","bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml","02","products/beauty-skincare/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml/bourjois-healthy-mix-clean-vegan-eyelash-extension-vegan-001-ultra-black-7-ml-02.webp","1200","1200","59766","23856","12886a13befca4de6b5dd57ec5c7bfa9e37433c9","2026-09-26T17:26:49.841Z"
